file:///M242-G1_11-2_P.ttl/s97_7	t1050_000	getroestet	VX>RB>Cl	habest	*.Pres.Sg.2	haben	VX>LB>Cl	habest mich sunderinge getroestet ze râwe ze dere der liut Babilôniae		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s143_4	t1589_000	betân	VX>RB>Cl	wære	Subj.Past.Sg.3	wësen	VX>LB>Cl	wære daz grap betân		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s166_11	t1804_000	geêret	VX>RB>Cl	habest	*.Pres.Sg.2	haben	VX>LB>Cl	habest dû unsich truhtîn geêret		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s176_16	t1930_000	entvallen	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>LB>Cl	mîne krefte sint mir entvallen		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s201_8	t2158_000	geweinet	VX>RB>Cl	habe	*.Pres.Sg.1	haben	VX>LB>Cl	habe ich sô vile geweinet daz iz trüebe ist		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s201_8	t2158_000	geweinet	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>RB>Cl>PostF>Cl	habe ich sô vile geweinet daz iz trüebe ist		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s202_7	t2170_000	eraltet	VX>RB>Cl	bin	Ind.Pres.Sg.1	sîn	VX>RB>Cl	daz ich eraltet bin under allen mînen vîanden die mich tagelîches gerne dînes rehtes irrent		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s208_9	t2248_000	geweinet	VX>RB>Cl	habe	Ind.Pres.Sg.1	haben	VX>LB>Cl	ich ne habe nieht in gemeiten sô vile geweinet		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s233_21	t2643_000	besezzen	VX>RB>Cl	habe	Subj.Pres.Sg.3	haben	VX>RB>Cl	die er besezzen habe		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s263_4	t2995_000	gespannen	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	er habet algare gespannen sînen bogen wande er die alten ê		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s265_6	t3034_000	gemachet	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	unde dâr ane habet er gemachet vaz des tôdes wande unrehte vernomeniu geschrift machet		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s274_7	t3119_000	entvangen	VX>RB>Frag	habete	*.Past.Sg.3	haben	VX>LB>Frag	unde dô jû habete si leit entvangen in ire herzen		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s298_22	t3420_000	gesehen	VX>RB>Cl	bist	Ind.Pres.Sg.2	sîn	VX>RB>Cl	daz dû gesehen bist ze dere zeswen des vateres		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s300_11	t3448_000	getân	VX>RB>Frag	habest	*.Pres.Sg.2	haben	VX>LB>Frag	unde dere sûgenden habest dû getân lop		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s301_14	t3464_000	volbrâht	VX>RB>Cl	habest	*.Pres.Sg.2	haben	VX>LB>Cl	die habest dû volbrâht ze dîneme durnehtigen lobe ze schanden dînen vîanden die vone ire selbere wîstuome sô verre komen ne mahten		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s311_8	t3591_000	getân	VX>RB>Cl	hâst	*.Pres.Sg.2	haben	VX>RB>Cl	daz dû dâr ane hâst getân mânen unde sternen		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s330_11	t3876_000	geschriben	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>LB>Cl	vone den ist der salme geschriben		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s395_4	t4613_000	gediemüetet	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>RB>Cl>PostF>Cl	sie habent mich gediemüetet gagen des sie übermüete sint		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s395_4	t4613_000	gediemüetet	VX>RB>Cl	habent	Ind.Pres.Pl.3	haben	VX>LB>Cl	sie habent mich gediemüetet gagen des sie übermüete sint		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s408_9	t4789_000	beswichen	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>LB>Cl	unde sint si beswichen		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s438_8	t5123_000	geloubet	VX>RB>Frag	habest	*.Pres.Sg.2	haben	VX>LB>Frag	ze wiu habest dû dich unser sô geloubet		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s474_4	t5504_000	getân	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>RB>Cl	die er rîche getân habet		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s541_18	t6249_000	gespannen	VX>RB>Frag	habent	Ind.Pres.Pl.3	haben	VX>LB>Frag	wande süntige habent ire bogen gespannen		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s548_8	t6324_000	vermerret	VX>RB>Cl	habent	Ind.Pres.Pl.3	haben	VX>LB>Cl	si habent die geschrift mit lügenlîchen antvristungen vermerret		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s549_7	t6360_000	getân	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	waz habet iu aber der rehte getân		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s593_15	t6850_000	ersuochet	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>RB>Cl	daz ersuochet ist in deme viure		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s625_17	t7269_000	komen	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>LB>Cl	in deme dritten zehenden ist si komen dô si in sô diemüeten gesâhen		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s672_4	t7802_000	verkoren	VX>RB>Cl	habet	*.Pres.Pl.2	haben	VX>RB>Cl	sît ir in verkoren habet		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s702_24	t8274_000	getân	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	den habet er wunderlich getân allen mînen willen an in		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s704_5	t8293_000	getân	VX>RB>Cl	habe	*.Pres.Sg.1	haben	VX>RB>Cl	wane daz ich sie habe getân vone tôtlîchen ze êwigen		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s705_7	t8307_000	gelêrt	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	daz habet er sie vüre wunder gelêrt ze ahtenne		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s722_6	t8523_000	gevallen	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>LB>Cl	in zorften teil sint mir gevallen dei lantmezseil		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s822_19	t9826_000	bewollen	VX>RB>Cl	wâren	Ind.Past.Pl.3	wësen	VX>RB>Cl	die mit bewollen ne wâren		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s863_5	t10321_000	gesetzet	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>LB>Cl	diu vinstere ist hier gesetzet vüre daz ungesiunlîche		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s932_6	t11183_000	ersuochet	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>LB>Cl	sîniu gekoese sint in viure ersuochet		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s943_4	t11307_000	getân	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>RB>Cl	der mîne vuoze getân habet snelle samesô hirze ze überschrickenne des tiuveles stricke		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s960_14	t11526_000	erlegen	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>RB>Cl	êr sie erlegen sint		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1021_6	t12279_000	gevestenet	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>RB>Cl	daz gevestenet ist über unsich sîn genâde		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1112_27	t13447_000	gedâht	VX>RB>Cl	habest	*.Pres.Sg.2	haben	VX>RB>Cl	daz dû gedâht habest		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1136_4	t13753_000	erstanten	VX>RB>Cl	biren	Ind.Pres.Pl.1	sîn	VX>LB>Cl	wir biren aber erstanten vone sünden		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1253_11	t15111_000	umbesezzen	VX>RB>Cl	habent	Ind.Pres.Pl.3	haben	VX>LB>Cl	veizete pfarre habent mich umbesezzen		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1266_5	t15254_000	verholen	VX>RB>Cl	was	Ind.Past.Sg.3	wësen	VX>RB>Cl	der êr verholen was		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1273_5	t15336_000	brâht	VX>RB>Frag	habest	*.Pres.Sg.2	haben	VX>LB>Frag	unde dû habest mich brâht ze deme stüppe des tôdes		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1291_14	t15502_000	geweben	VX>RB>Cl	was	Ind.Past.Sg.3	wësen	VX>RB>Cl	der obenân nider geweben was		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1334_5	t15998_000	entvaren	VX>RB>Cl	was	Ind.Past.Sg.3	wësen	VX>LB>Cl	got was den dieten entvaren		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1357_5	t16258_000	gesetzet	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	habet er mich gesetzet		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1361_4	t16291_000	gezogen	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	er habet mich gezogen bî deme wazzere dere labe		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1363_9	t16317_000	bekêret	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	er habet mîne sêle vone übele ze guote bekêret		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1369_19	t16435_000	getroestet	VX>RB>Frag	habent	Ind.Pres.Pl.3	haben	VX>LB>Frag	unde dîne kestige die habent mich getroestet		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1455_11	t17404_000	ergezzen	VX>RB>Cl	sî	Subj.Pres.Sg.3	sîn	VX>RB>Cl	daz ire ergezzen sî		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1460_17	t17473_000	gearnet	VX>RB>Cl	habe	*.Pres.Sg.1	haben	VX>RB>Cl	die ich gearnet habe		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1486_5	t17785_000	gesetzet	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	deme habet er ê gesetzet an deme vüregesetzede dere heilicheite daz er durch sîne vorhten erwelete		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1537_6	t18480_000	gelîchet	VX>RB>Frag	bin	Ind.Pres.Sg.1	sîn	VX>LB>Frag	unde des bin ich dir gelîchet in dînere wârheite		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1592_12	t19078_000	ervallen	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>LB>Cl	die sint siech unde ervallen		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1594_4	t19093_000	gestellet	VX>RB>Cl	sîn	Subj.Pres.Pl.3	sîn	VX>LB>Cl	sîn joch hereberge gestellet wider mir		11	2	P	OOD
file:///M242-G1_11-2_P.ttl/s1619_10	t19393_000	gesetzet	VX>RB>Frag	habet	Ind.Pres.Sg.3	haben	VX>LB>Frag	unde nû habet er mîn houbet selben Christum hôhe gesetzet obe allen mînen vîanden		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s3_7	t30_000	genomen	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	mich habet aber got zuo ime genomen		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s51_8	t658_000	vernomen	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>RB>Cl	daz er mich vernomen habet mînere dige		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s53_31	t717_000	geholfen	VX>RB>Frag	ist	Ind.Pres.Sg.3	sîn	VX>LB>Frag	unde dannen ist mir geholfen		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s113_5	t1418_000	gesezzen	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>LB>Cl	sô ist er noch gesezzen sament den sînen in dere ecclesia diu in mitten den ünden dere werlte weibet daz er sie nû behalte alsô er dô behielt die arke mit dere diu ecclesia bezeichent wart		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s211_9	t2725_000	erloeset	VX>RB>Cl	habest	*.Pres.Sg.2	haben	VX>LB>Cl	sô habest dû mich erloeset got dere wârheite		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s212_4	t2733_000	getân	VX>RB>Cl	habest	*.Pres.Sg.2	haben	VX>LB>Cl	sô habest dû getân alsô dû gehieze daz dû mit mîneme bluote mînen liut erlôstest		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s236_5	t3019_000	geeinet	VX>RB>Cl	habe	Subj.Pres.Sg.3	haben	VX>RB>Cl	der sich geeinet habe wole ze tuonne		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s264_9	t3376_000	vernomen	VX>RB>Frag	habe	*.Pres.Sg.1	haben	VX>LB>Frag	wande manigere schelte umbe mich sitzentere habe ich vernomen die alle quedent		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s296_12	t3791_000	gehalten	VX>RB>Cl	habest	*.Pres.Sg.2	haben	VX>RB>Cl	die dû habest gehalten den dich vürhtenten unz hine ze jenere werlte		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s298_6	t3818_000	getân	VX>RB>Frag	habest	*.Pres.Sg.2	haben	VX>LB>Frag	unde volliclîche habest dû si getân den die an dich gedingent		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s298_40	t3849_000	gegerwet	VX>RB>Cl	habest	*.Pres.Sg.2	haben	VX>LB>Cl	den habest dû gegerwet volle süeze		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s314_31	t4035_001	gesezzen	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>RB>Cl	die umbe gesezzen sint		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s340_12	t4329_000	bedecket	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>RB>Cl	unde dere unreht bedecket sint		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s340_6	t4323_000	belâzen	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>RB>Cl	den ire sünde belâzen sint unde dere unreht bedecket sint		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s340_6	t4323_000	belâzen	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>RB>Cl>PostF>Cl	den ire sünde belâzen sint unde dere unreht bedecket sint		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s370_13	t4730_000	bevangen	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>RB>Cl	diu mich bevangen habet		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s372_13	t4759_000	umbevangen	VX>RB>Cl	habent	Ind.Pres.Pl.3	haben	VX>RB>Cl	die mich umbevangen habent		11	2	P	OOD
file:///M242Y-N0_11-2_P.ttl/s375_6	t4787_000	geheilet	VX>RB>Cl	sîn	Ind.Pres.Pl.1	sîn	VX>LB>Cl	vone deme gedingen sîn wir geheilet		11	2	P	OOD
file:///M244-G1_11-2_P.ttl/s11_5	t114_000	gebreitet	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>LB>Cl	dîn name ist wîtene gebreitet wande vone dir		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s14_8	t139_000	gejunget	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>RB>Cl	die dâr gejunget sint in dere toufe		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s30_14	t338_000	kumen	VX>RB>Cl	habent	Ind.Pres.Pl.3	haben	VX>RB>Cl>PostF>Cl	vone deme Ismahelite kumen sint die dâr hiuser ne habent sunder ockeret vilzhûs		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s30_14	t338_000	kumen	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>RB>Cl	vone deme Ismahelite kumen sint die dâr hiuser ne habent sunder ockeret vilzhûs		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s31_6	t360_000	bezeichenet	VX>RB>Cl	sint	Ind.Pres.Pl.3	sîn	VX>LB>Cl	mit Cedar sint filii tenebrarum bezeichenet von den ich mich klagen		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s32_12	t378_000	gequelet	VX>RB>Cl	sî	Subj.Pres.Sg.1	sîn	VX>RB>Cl	swie sô ich mit persecutionibus et erumnis von in gequelet sî		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s36_16	t452_000	benomen	VX>RB>Cl	hât	Ind.Pres.Sg.3	haben	VX>LB>Cl	hât mir mîne schoene benomen		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s62_6	t906_000	geebenmâzet	VX>RB>Cl	habe	(Ind).Pres.Sg.1	haben	VX>LB>Cl	ich habe dich vriuntîn mîn geebenmâzet mîneme reitgesinde an den reitwagenen pharaonis		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s85_20	t1318_000	gevröuwet	VX>RB>Cl	habet	Ind.Pres.Sg.3	haben	VX>LB>Cl	der habet mich gevröuwet mit vino resurrectionis suae unde siu stinket alsô suoze per totum mundum quasi odor balsami		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s92_19	t1436_000	kumen	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>LB>Cl	diu ist mir vone dir kumen		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s94_5	t1460_000	geblüemet	VX>RB>Cl	ist	Ind.Pres.Sg.3	sîn	VX>LB>Cl	unser bette ist wole geblüemet		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s99_15	t1579_000	geboren	VX>RB>Cl	bin	Ind.Pres.Sg.1	sîn	VX>LB>Cl	same bin ich sine virili semine geboren von dere megede		11	2	P	OD
file:///M244-G1_11-2_P.ttl/s109_17	t1795_000	gewîset	VX>RB>Cl	hât	Ind.Pres.Sg.3	haben	VX>LB>Cl	hât er mich gewîset daz ich in selben minne ex toto corde ex tota anima ex omni mente ex omnibus viribus unde mînen proximum minne same mich selben		11	2	P	OD
