LA00184	abe ziehen		die haut abziehen, schinden	abziehen	2	0.2
LA00184	abe ziehen		die kleider ausziehen	ausziehen	3	0.3
LA00184	abe ziehen		sich entkleiden, entwaffnen	_	_	_
LA00184	abe ziehen		sich losmachen,	_	_	_
LA00184	abe ziehen		von einem wegziehen;	wegziehen	3	0.3
LA00185	abe ziln		abzielen	abzielen	_	_
LA00186	abe zücken		rasch wegnehmen	_	_	_
LA00016	abe	adv.	herab, hinweg, von.	_	_	_
LA00015	abe	präp. mit dat.	herab von, von weg;	_	_	_
LA00015	abe	präp. mit dat.	wegen, ob.	_	_	_
LA00188	abe-beweglich		declinabilis	declinabilis	_	_
LA00189	abe-brëche	swf.	lichtscheere;	lichtscheere	_	_
LA00190	abe-brëchen	stn.	abbruch, mangel	abbruch	6	0.5
LA00191	abe-brëcher	stm.	der abbruch thut, den armen das gebührende vorenthält	abbruch	6	0.5
LA00193	abe-bû	stf.	herabkommen, liegenlassen des baues	_	_	_
LA00194	abe-burt	stf.	abortus	abortus	_	_
LA00197	abe-ganc	stm.	abfall vom holz	_	_	_
LA00197	abe-ganc	stm.	abgang, mangel	abgang	3	0.375
LA00197	abe-ganc	stm.	ablassen, beendigung	_	_	_
LA00197	abe-ganc	stm.	das hinabgehen, ein hinabführender weg	_	_	_
LA00197	abe-ganc	stm.	gebrechen	gebrechen	_	_
LA00199	abe-genge	stn.	ende	ende	_	_
LA00201	abe-gescheidenheit	stf.	der zustand, in welchem man von allem äusserlichen losgetrennt ist.	_	_	_
LA00202	abe-gescheidenlîche	adv.	vom äusserlichen losgetrennt.	_	_	_
LA00203	abe-geschrift	stf.	abschrift.	abschrift	_	_
LA00204	abe-günste	stf.	neid, misgunst,	_	_	_
LA00205	abe-hære	adj.	kahl, abgeschabt	_	_	_
LA00206	abe-heldec	adj.	abhängig, abschüssig	_	_	_
LA00207	abe-hëllec	adj.	absonus	absonus	_	_
LA00208	abe-kêr	stm.	abkehrung, ableitung.	_	_	_
LA00209	abe-kêre	stf.	abwendung	abwendung	_	_
LA00209	abe-kêre	stf.	apostasie	apostasie	_	_
LA00210	abe-kêrec	adj.	abtrünnig	abtrünnig	_	_
LA00211	abe-kêren	stn.	abwendung	abwendung	_	_
LA00212	abe-kêrunge	stf.	diversio	diversio	_	_
LA00213	abe-kündunge	stf.	abkündigung	abkündigung	_	_
LA00215	abe-ladunge	stf.	abladung, ort wo abgeladen wird	abladung	3	0.2727272727272727
LA00217	abe-læʒe	adj.	ablassend	ablassend	_	_
LA00218	abe-læʒec	adj.	nachlassbar, verzeihlich	_	_	_
LA00218	abe-læʒec	adj.	nachlässig	nachlässig	_	_
LA00216	abe-lâʒ	stm.	ablass,	ablass	_	_
LA00216	abe-lâʒ	stn.	ablass,	ablass	_	_
LA00219	abe-lâʒen	swv.	ablass ertheilen, nachlassen	_	_	_
LA00220	abe-lâʒ-kaste	swm.	in welchem sich das wasser klärt, bevor es in den samenkasten fliesst	_	_	_
LA00221	abe-lâʒunge	stf.	nachlassung	nachlassung	_	_
LA00222	abe-leger	stm.	auf-  u. ablader	ablader	4	0.4444444444444444
LA00223	abe-legunge	stf.	vergütung	vergütung	_	_
LA00225	abe-leite	stf.	das abtreten von einem lehengute, die dabei zu bezahlenden abschreibegebühren	abtreten	5	0.5555555555555556
LA00225	abe-leite	stf.	das leiten auf eine falsche spur, verstellung	leiten	5	0.5555555555555556
LA00226	abe-leiter	stm.	ableiter, verführer	ableiter	2	0.2
LA00227	abe-lîbe	adj.	tot.	tot	_	_
LA00228	abe-lîbe	stf.	tod	tod	_	_
LA00229	abe-lîbunge	stf.	tod,	tod	_	_
LA00230	abe-lœsec	adj.	redemptorius	redemptorius	_	_
LA00231	abe-louf	stm.	ablauf	ablauf	_	_
LA00231	abe-louf	stm.	ort, wo das wild beim treiben hervorlaufen muss.	_	_	_
LA00232	abe-lougenunge	stf.	verleugnung.	verleugnung	_	_
LA00233	abe-lûtec	adj.	absonus	absonus	_	_
LA00235	abe-meiʒunge	stf.	abholzung.	abholzung	_	_
LA00239	abe-nâme	stf.	abnahme	abnahme	_	_
LA00241	abe-nëmen	stn.	das abnehmen,	abnehmen	4	0.4
LA00242	abe-nëmer	stm.	berauber	berauber	_	_
LA00243	abe-nëmunge	stf.	abnehmung, verminderung	abnehmung	5	0.4166666666666667
LA00259	ab-entrunnen	part. adj.	apostata	apostata	_	_
LA00278	abe-phendec	adj.	aus dem besitz kommend, abhängig	_	_	_
LA00279	aber	adv.	wieder, abermals; hinwiederum, dagegen, aber;	aber	0	0.0
LA00279	aber	conj.	wieder, abermals; hinwiederum, dagegen, aber;	aber	0	0.0
LA00284	aber-ane	swm.	urgrossvater.	urgrossvater	_	_
LA00286	abe-rede	stf.	ausrede	ausrede	_	_
LA00286	abe-rede	stf.	leugnung	leugnung	_	_
LA00287	abe-redec	adj.	in abrede nehmend.	abrede	3	0.3333333333333333
LA00288	abe-redunge	stf.	verabredung	verabredung	_	_
LA00289	aberëlle	swm.	april.	april	_	_
LA00290	aber-gloube	swm.	superstitio	superstitio	_	_
LA00291	aber-gloubec	adj.	superstitiosus	superstitiosus	_	_
LA00292	aber-hâke	swm.	widerhaken	widerhaken	_	_
LA00295	abe-rihtunge	stf.	entrichtung, bezahlung. vgl.	entrichtung	6	0.5
LA00296	abe-rinnec	adj.	flüchtig.	flüchtig	_	_
LA00297	abe-rîsel	stm.	das herabtröpfeln, fallen	_	_	_
LA00298	abe-rîʒer	stm.	abreisser	abreisser	_	_
LA00299	ab-erkennunge	stf.	nichtigkeitserklärung	nichtigkeitserklärung	_	_
LA00300	aber-list	stm.	unklugheit.	unklugheit	_	_
LA00300	aber-list	stm.	wiederholter list	list	5	0.5555555555555556
LA00303	abe-rûm	stm.	gang in die verbannung s.	_	_	_
LA00303	abe-rûm	stm.	was wegzuräumen ist	_	_	_
LA00304	abe-ruof	stm.	widerruf	widerruf	_	_
LA00305	aber-wandel	stm.	schlechter lebenswandel; rückgang.	lebenswandel	4	0.3333333333333333
LA00306	ab-erwenken	stn.	abweichen, unbeständigkeit.	abweichen	6	0.5454545454545454
LA00307	aber-wette	f.	pfand für die erfüllung eingegangener verpflichtungen.	_	_	_
LA00307	aber-wette	stn.	pfand für die erfüllung eingegangener verpflichtungen.	_	_	_
LA00308	aber-witze	stf.	wahnwitz	wahnwitz	_	_
LA00309	aber-zil	stn.	abgestecktes ziel. erst bei	_	_	_
LA00310	abe-sage	stf.	aufkündigung d. freundschaft, fehdebrief.	_	_	_
LA00312	abe-scheiden	stn.	beendigung, weggang	_	_	_
LA00313	abe-scheidenlîche	adv.	abgeschieden, abseits	abgeschieden	10	0.5555555555555556
LA00314	abe-scheidunge	stf.	das weggehen; die scheidung.	scheidung	5	0.35714285714285715
LA00315	abe-scheit	stm.	tod	tod	_	_
LA00315	abe-scheit	stm.	unterschied.	unterschied	_	_
LA00316	abe-schiht	stf.	mangel.	mangel	_	_
LA00317	abe-schrift	stf.	abschrift.	abschrift	_	_
LA00320	abe-slac	stm.	abschlag, erniedrigung der forderung	abschlag	4	0.5
LA00320	abe-slac	stm.	dürres holz	_	_	_
LA00321	abe-slage	stf.	abzug.	abzug	_	_
LA00323	abe-slîʒec	adj.	abgenutzt, zerstört:	_	_	_
LA00324	abe-sneitach	stn.	vibex	vibex	_	_
LA00325	abe-sneite	stf.	abfall beim schneiden.	_	_	_
LA00327	abe-snit	stm.	abschnitt, das abschneiden.	abschnitt	4	0.4444444444444444
LA00328	abe-steic	stm.	das fallen der töne.	_	_	_
LA00329	abe-stendec	adj.	abständig; zurücktretend.	abständig	6	0.5454545454545454
LA00330	abe-stîc	stm.	discessus	discessus	_	_
LA00331	abe-stich	stm.	die obersten schlechten steine eines steinbruches	obersten	5	0.5555555555555556
LA00332	abestô	stm.	ein edelstein	_	_	_
LA00333	abe-strich	stm.	abstrich	abstrich	_	_
LA00334	abe-strîchen	stn.	das abstreichen; spec. das verbotene wegziehen der finger vom kreuze bei der eidesleistung.	abstreichen	4	0.3076923076923077
LA00337	abe-tanz	stm.	das hinabtanzen,	_	_	_
LA00337	abe-tanz	stm.	schlusstanz, kehraus	_	_	_
LA00339	abe-tilgunge	stf.	abolitio	abolitio	_	_
LA00340	abe-trac	stm.	busse, entschädigung	_	_	_
LA00340	abe-trac	stm.	wegnahme, defraudation	_	_	_
LA00341	abe-trëter	stm.	abtrünniger	abtrünniger	_	_
LA00343	abe-trinner	stm.	apostata	apostata	_	_
LA00344	abe-trülle	adj.	abtrünnig, abspenstig.	abtrünnig	6	0.5454545454545454
LA00345	abe-trüllec	adj.	apostata	apostata	_	_
LA00347	abe-trünne	adj.	abtrünnig	abtrünnig	_	_
LA00346	abe-trunne	stf.	abfall, apostasie.	_	_	_
LA00348	abe-trünne	swm.	ein abtrünniger	abtrünniger	5	0.4166666666666667
LA00349	abe-trünnec	adj.	abtrünnig	abtrünnig	_	_
LA00350	abe-twingunge	stf.	extorsio	extorsio	_	_
LA00351	abe-val	stm.	abfall,	abfall	_	_
LA00352	abe-vallen	stn.	abfall	abfall	_	_
LA00353	abe-vallunge	stf.	devolutio	devolutio	_	_
LA00354	abe-vart	stf.	abfahrt	abfahrt	_	_
LA00354	abe-vart	stf.	bei der abfahrt aus dem gebiete einer herrschaft zu entrichtendes geld	abfahrt	4	0.5
LA00355	abe-vellec	adj.	abtrünnig, treulos	_	_	_
LA00356	abe-vûlen	swv.	durch faulen abtrennen	_	_	_
LA00358	abe-wanc	stm.	das ab- zurückweichen	_	_	_
LA00359	abe-wëc	stm.	avia	avia	_	_
LA00360	abe-welzunge	stf.	devolutio	devolutio	_	_
LA00361	abe-wenke	adj.	ab- zurückweichend	_	_	_
LA00362	abe-wësec	adj.	abwesend	abwesend	_	_
LA00363	abe-wësekeit	stf.	abwesenheit	abwesenheit	_	_
LA00364	abe-wîsære	stm.	abweiser	abweiser	_	_
LA00365	abe-wîsen	stn.	das abweisen.	abweisen	4	0.4
LA00366	abe-witze	stf.	unverstand, wahnsinn,	_	_	_
LA00367	abe-wort	stn.	gegenrede,	gegenrede	_	_
LA00368	abe-wörtec	adj.	wortlos	wortlos	_	_
LA00369	abe-zerren	stn.	das abreissen, rauben;	abreissen	6	0.6
LA00370	abe-zerrer	stm.	detractor	detractor	_	_
LA00371	abe-ziech-stube	f.	apodyterium	apodyterium	_	_
LA00373	abe-ziht	stf.	verzichtleistung.	verzichtleistung	_	_
LA00374	abe-zuc	stm.	abzug, schaden	abzug	3	0.42857142857142855
LA00375	abe-zuht	stf.	das ab- wegziehen	_	_	_
LA00376	ab-gesagt	part. adj.	der absage geleistet hat,	absage	4	0.4444444444444444
LA00378	ab-geschrift	stf.	transscriptum	transscriptum	_	_
LA00379	ab-gesetze	stn.	absatz, strophe	absatz	5	0.5
LA00380	ab-gezogen	part. adj.	mit	mit	_	_
LA00381	ab-gëʒʒec	adj.	vergesslich.	vergesslich	_	_
LA00382	ab-got	m.	abgott, götzenbild.	abgott	2	0.3333333333333333
LA00382	ab-got	stn.	abgott, götzenbild.	abgott	2	0.3333333333333333
LA00383	ab-got-hûs	stn.	heidnischer tempel.	_	_	_
LA00385	ab-gottenîe	stf.	abgötterei	abgötterei	_	_
LA00386	ab-gottinne	stf.	abgöttin	abgöttin	_	_
LA00387	ab-gründe	stn.	abgrund, bes. der hölle	abgrund	4	0.4
LA00390	ab-grunt	stm.	abgrund	abgrund	_	_
LA00394	ab-hër	adv.	von-her	_	_	_
LA00395	ab-hin	adv.	hinab	hinab	_	_
LA00396	ab-holt	adj.	nicht gewogen, abhold	abhold	2	0.2857142857142857
LA00397	ab-holz	stn.	abfallholz	abfallholz	_	_
LA00399	abît	stm.	ordenskleid.	ordenskleid	_	_
LA00401	ab-lage	adj.	matt, entkräftet	_	_	_
LA00402	ab-legec	adj.	ignavus	ignavus	_	_
LA00403	ab-legikeit	stf.	desidia	desidia	_	_
LA00404	ab-lenges	adv.	abwärts	abwärts	_	_
LA00407	ab-neigen	swv.	abwenden,	abwenden	_	_
LA00413	ab-sage-brief	stm.	fehdebrief	fehdebrief	_	_
LA00415	ab-sager	stm.	abdicator	abdicator	_	_
LA00416	ab-schabe	swf.	was beim schaben abfällt,	schaben	4	0.4444444444444444
LA00417	ab-schâch		ruf beim schachbieten.	_	_	_
LA00418	ab-schinder	stm.	abhäuter, bildl.	_	_	_
LA00421	ab-schûm	stm.	abschaum, auswurf	abschaum	3	0.3333333333333333
LA00420	ab-schüten	stn.	das abtreiben des käufers von erbgütern.	_	_	_
LA00423	absist		ein edelstein	_	_	_
LA00424	ab-sîte	f.	seite die von etw. abliegt; abgelegene gegend	_	_	_
LA00425	absîte	stswf.	dann überhaupt nebengebäude	_	_	_
LA00425	absîte	stswf.	überwölbter nebenraum in einer kirche	_	_	_
LA00426	ab-sîten	dat. adv.	abseits	abseits	_	_
LA00427	absoluzîe	stf.	absolution.	absolution	_	_
LA00430	ab-sunderic	adj.	abstractus	abstractus	_	_
LA00433	ab-teilec	adj.	von der theilname ausgeschlossen	_	_	_
LA00434	ab-teiler	stm.	scismaticus	scismaticus	_	_
LA00435	ab-teilunge	stf.	scisma	scisma	_	_
LA00436	ab-trücken	swv.	gleichbed. mit iterücken	iterücken	4	0.36363636363636365
LA00442	ab-wëhsel	stm.	tausch	tausch	_	_
LA00443	ab-wende	stf.	anstalt zum abwenden	abwenden	2	0.25
LA00444	ab-wërfunge	stf.	das abwerfen.	abwerfen	6	0.5
LA00446	ab-wertec	adj.	abwesend	abwesend	_	_
LA00447	ab-weschunge	stf.	abwaschung	abwaschung	_	_
LA00448	abyss	stswm.	abgrund	abgrund	_	_
LA00448	abyss	sw.	abgrund	abgrund	_	_
LA00450	ach	interj.	ach,	ach	_	_
LA00451	ach	stn.	das weh;	_	_	_
LA00452	achates	stm.	ein edelstein	_	_	_
LA00455	achmardî	stn.	grünes seidenzeug aus Arabien	_	_	_
LA00455	achmardî	stn.	mit	mit	_	_
LA00456	achnen	swv.	ahnen?	ahnen	_	_
LA00463	achzen	swv.	ächzen	ächzen	_	_
LA00465	acker	n.	ackerfeld	ackerfeld	_	_
LA00465	acker	n.	ein längenmass	_	_	_
LA00465	acker	n.	eine art festungswerk	_	_	_
LA00465	acker	stm.	ackerfeld	ackerfeld	_	_
LA00465	acker	stm.	ein längenmass	_	_	_
LA00465	acker	stm.	eine art festungswerk	_	_	_
LA00466	ackeran	fem.	frucht der eiche u. buche;	_	_	_
LA00466	ackeran	n.	frucht der eiche u. buche;	_	_	_
LA00466	ackeran	stm.	frucht der eiche u. buche;	_	_	_
LA00470	acker-ganc	stm.	ackerbau	ackerbau	_	_
LA00471	acker-grille	swm.	cicada	cicada	_	_
LA00472	acker-guot	stn.	allodium	allodium	_	_
LA00473	acker-gurlach	stn.	ackergaul	ackergaul	_	_
LA00473	acker-gurlach	stn.	ebenso	ebenso	_	_
LA00476	acker-krût	stn.	agrimonia	agrimonia	_	_
LA00477	acker-lenge	stf.	länge eines ackers; bezeichnung einer wegstrecke	ackers	6	0.5454545454545454
LA00478	acker-liute		feldarbeiter	feldarbeiter	_	_
LA00479	acker-lôn	stmn.	agrarium	agrarium	_	_
LA00480	acker-man	stm.	ackerbauer	ackerbauer	_	_
LA00481	acker-mâʒe	stf.	ansehen, das der boden durch die pflügung erhält, spuren der pflügung	_	_	_
LA00483	acker-pfërt	stn.	epicarius	epicarius	_	_
LA00484	acker-rûte	swf.	ackerraute	ackerraute	_	_
LA00486	acker-schülle	swm.	ackerscholle; grober bauer	ackerscholle	3	0.21428571428571427
LA00487	acker-trappe	swm.	schimpfwort für bauern	_	_	_
LA00488	acker-tropfe	swm.	aucones	aucones	_	_
